Iteration,Total Reward,Actual MIS Size,Generated MIS Size,Line 1 Count,Line 2 Count,Line 3 Count,Line 4 Count,Line 5 Count,Line 6 Count,Line 7 Count,Line 8 Count,Line 9 Count,Line 10 Count,Adjacency Matrix
54,9,10,3,9,4,5,2,3,0,0,3,3,3,"0,0,0,1,1,0,1,0,0,0;0,0,1,0,0,0,0,0,0,1;0,1,0,1,0,1,1,1,0,0;1,0,1,0,1,1,1,0,1,0;1,0,0,1,0,1,0,1,0,0;0,0,1,1,1,0,1,0,1,0;1,0,1,1,0,1,0,1,1,1;0,0,1,0,1,0,1,0,1,0;0,0,0,1,0,1,1,1,0,1;0,1,0,0,0,0,1,0,1,0"
55,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,1,0,1,0,1,0,1,1;0,0,1,1,0,0,1,0,0,1;1,1,0,0,0,1,0,0,0,0;0,1,0,0,0,1,1,0,0,1;1,0,0,0,0,0,0,1,1,0;0,0,1,1,0,0,0,0,0,1;1,1,0,1,0,0,0,0,0,0;0,0,0,0,1,0,0,0,0,1;1,0,0,0,1,0,0,0,0,0;1,1,0,1,0,1,0,1,0,0"
56,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,0,1,0,0,1,0;1,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,1,0,1,1,0;1,0,0,0,1,0,0,0,1,1;0,0,0,0,0,0,0,1,0,1;0,0,0,0,1,0,1,0,0,1;1,0,0,0,1,1,0,0,0,0;0,1,1,0,0,1,1,1,0,0"
57,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,1,0,0,0,0,1;0,0,0,1,1,0,0,0,0,0;0,0,0,0,0,1,0,0,0,0;0,1,0,0,1,1,0,0,0,0;1,1,0,1,0,0,0,1,0,1;0,0,1,1,0,0,0,1,1,1;0,0,0,0,0,0,0,0,0,1;0,0,0,0,1,1,0,0,0,0;0,0,0,0,0,1,0,0,0,0;1,0,0,0,1,1,1,0,0,0"
58,1,10,4,5,2,3,1,2,1,1,1,1,1,"0,0,1,0,1,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0;1,0,0,1,1,0,0,0,1,0;0,0,1,0,1,0,0,0,0,0;1,0,1,1,0,0,0,1,1,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;1,0,0,0,1,0,0,0,1,0;0,0,1,0,1,0,0,1,0,1;0,0,0,0,0,0,0,0,1,0"
59,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,0,0,1,0,1,0,1,0,0;0,0,1,0,1,1,0,0,0,0;0,1,0,1,0,0,0,0,1,0;1,0,1,0,0,0,0,1,0,1;0,1,0,0,0,0,0,0,0,0;1,1,0,0,0,0,1,0,0,1;0,0,0,0,0,1,0,1,0,0;1,0,0,1,0,0,1,0,1,0;0,0,1,0,0,0,0,1,0,0;0,0,0,1,0,1,0,0,0,0"
60,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,1,0,0,0,0,0;0,0,0,0,0,1,0,0,0,0;0,0,0,1,0,1,0,0,1,0;0,0,1,0,0,0,1,0,0,0;1,0,0,0,0,0,0,0,0,0;0,1,1,0,0,0,0,0,0,1;0,0,0,1,0,0,0,0,0,1;0,0,0,0,0,0,0,0,0,0;0,0,1,0,0,0,0,0,0,0;0,0,0,0,0,1,1,0,0,0"
61,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,1,0,1,1,0,0,1,0,1;1,0,0,1,0,1,0,0,0,0;0,0,0,1,1,1,1,0,0,0;1,1,1,0,1,0,0,1,0,0;1,0,1,1,0,1,1,1,1,0;0,1,1,0,1,0,0,0,0,0;0,0,1,0,1,0,0,0,1,0;1,0,0,1,1,0,0,0,1,1;0,0,0,0,1,0,1,1,0,0;1,0,0,0,0,0,0,1,0,0"
62,1,10,3,6,2,4,2,2,1,1,1,1,1,"0,1,0,1,1,0,0,0,0,1;1,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,1,0;1,0,0,0,0,1,1,0,1,0;1,0,0,0,0,0,1,0,0,1;0,0,0,1,0,0,1,0,0,1;0,0,0,1,1,1,0,0,0,1;0,0,0,0,0,0,0,0,0,0;0,0,1,1,0,0,0,0,0,1;1,0,0,0,1,1,1,0,1,0"
63,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,1,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,1,1;1,0,0,1,0,0,1,0,0,1;0,0,1,0,1,0,1,0,1,0;0,0,0,1,0,1,1,0,1,0;0,0,0,0,1,0,1,0,0,0;0,0,1,1,1,1,0,1,0,1;0,0,0,0,0,0,1,0,0,0;0,1,0,1,1,0,0,0,0,0;0,1,1,0,0,0,1,0,0,0"
64,4,10,1,9,4,5,2,3,1,1,2,2,2,"0,0,0,0,1,1,0,1,1,0;0,0,0,1,1,1,1,0,1,1;0,0,0,0,0,0,0,0,0,0;0,1,0,0,0,1,0,1,1,1;1,1,0,0,0,1,0,0,0,0;1,1,0,1,1,0,0,0,1,0;0,1,0,0,0,0,0,1,0,1;1,0,0,1,0,0,1,0,0,0;1,1,0,1,0,1,0,0,0,0;0,1,0,1,0,0,1,0,0,0"
65,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,0,0,0,0,1,0;1,0,0,0,0,0,1,0,0,1;0,0,0,0,0,0,0,1,1,1;0,0,0,0,0,1,0,0,1,0;0,0,0,0,0,0,1,0,0,0;0,0,0,1,0,0,0,0,0,0;0,1,0,0,1,0,0,1,0,1;0,0,1,0,0,0,1,0,0,0;1,0,1,1,0,0,0,0,0,1;0,1,1,0,0,0,1,0,1,0"
66,1,10,2,7,3,4,2,2,1,1,1,1,1,"0,0,1,1,0,0,1,1,0,1;0,0,0,0,0,0,0,0,0,0;1,0,0,1,0,0,0,0,0,0;1,0,1,0,0,1,0,1,0,1;0,0,0,0,0,1,1,1,0,0;0,0,0,1,1,0,0,0,0,0;1,0,0,0,1,0,0,0,0,0;1,0,0,1,1,0,0,0,1,0;0,0,0,0,0,0,0,1,0,0;1,0,0,1,0,0,0,0,0,0"
67,1,10,3,7,3,4,2,2,1,1,1,1,1,"0,1,0,0,0,0,0,0,0,1;1,0,1,1,0,1,0,0,0,0;0,1,0,0,0,0,0,0,0,0;0,1,0,0,0,1,1,1,0,1;0,0,0,0,0,0,0,0,0,1;0,1,0,1,0,0,0,1,0,1;0,0,0,1,0,0,0,0,1,0;0,0,0,1,0,1,0,0,1,0;0,0,0,0,0,0,1,1,0,0;1,0,0,1,1,1,0,0,0,0"
68,-0.1,10,7,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,1,0,0,0,0,0;0,0,1,1,1,0,1,0,0,0;0,1,0,1,0,0,0,0,0,0;0,1,1,0,0,0,0,1,0,0;1,1,0,0,0,1,0,0,0,0;0,0,0,0,1,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0"
69,4,10,4,6,2,4,2,2,0,0,2,2,2,"0,1,0,0,0,1,0,1,1,1;1,0,1,1,0,0,0,0,1,1;0,1,0,1,0,0,0,0,1,0;0,1,1,0,1,0,0,0,1,1;0,0,0,1,0,0,0,0,1,1;1,0,0,0,0,0,0,0,1,0;0,0,0,0,0,0,0,1,0,0;1,0,0,0,0,0,1,0,0,0;1,1,1,1,1,1,0,0,0,0;1,1,0,1,1,0,0,0,0,0"
70,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,0,1,0,0,0,0;1,0,0,1,1,0,0,0,0,1;0,0,0,1,0,0,0,1,0,0;0,1,1,0,0,0,1,0,1,0;0,1,0,0,0,0,0,0,0,0;1,0,0,0,0,0,0,0,0,0;0,0,0,1,0,0,0,1,0,1;0,0,1,0,0,0,1,0,0,0;0,0,0,1,0,0,0,0,0,0;0,1,0,0,0,0,1,0,0,0"
71,-0.1,10,6,3,1,2,2,0,0,0,0,0,0,"0,0,0,0,0,1,0,1,0,1;0,0,1,0,0,1,1,0,1,0;0,1,0,1,0,0,1,0,0,0;0,0,1,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0;1,1,0,0,0,0,0,0,0,0;0,1,1,0,0,0,0,1,0,0;1,0,0,1,0,0,1,0,0,0;0,1,0,0,0,0,0,0,0,0;1,0,0,0,0,0,0,0,0,0"
72,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,1,1,0,0,0,0,0,1,0;1,0,1,1,0,1,0,1,0,1;1,1,0,1,0,0,0,1,1,0;0,1,1,0,1,0,0,1,0,0;0,0,0,1,0,0,0,0,0,0;0,1,0,0,0,0,0,0,1,0;0,0,0,0,0,0,0,0,1,0;0,1,1,1,0,0,0,0,0,1;1,0,1,0,0,1,1,0,0,0;0,1,0,0,0,0,0,1,0,0"
73,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,1,0,0,1,0,0,1,0,1;1,0,0,0,0,0,0,0,0,1;0,0,0,1,0,0,0,0,0,0;0,0,1,0,0,0,0,0,1,0;1,0,0,0,0,1,1,0,1,0;0,0,0,0,1,0,1,0,0,1;0,0,0,0,1,1,0,1,0,0;1,0,0,0,0,0,1,0,0,0;0,0,0,1,1,0,0,0,0,0;1,1,0,0,0,1,0,0,0,0"
74,1,10,4,5,2,3,2,1,0,0,1,1,1,"0,0,1,0,0,0,0,0,0,0;0,0,0,0,1,0,1,0,1,0;1,0,0,0,1,0,1,0,0,0;0,0,0,0,0,1,0,1,1,0;0,1,1,0,0,0,1,1,0,1;0,0,0,1,0,0,0,1,0,0;0,1,1,0,1,0,0,1,0,0;0,0,0,1,1,1,1,0,0,0;0,1,0,1,0,0,0,0,0,0;0,0,0,0,1,0,0,0,0,0"
75,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,1,0,0,0,0;0,0,0,0,1,0,1,0,0,0;0,0,0,1,0,0,0,1,1,0;0,0,1,0,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;0,0,0,0,1,0,0,0,0,0;0,0,0,0,1,0,0,0,0,0;0,1,0,0,0,0,0,0,0,0"
76,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,0,0,1,1,0,0;0,0,1,1,1,0,1,1,0,0;0,1,0,0,1,0,0,0,0,0;0,1,0,0,0,0,1,1,0,1;0,1,1,0,0,1,1,0,1,0;0,0,0,0,1,0,0,0,1,0;1,1,0,1,1,0,0,0,1,0;1,1,0,1,0,0,0,0,1,0;0,0,0,0,1,1,1,1,0,1;0,0,0,1,0,0,0,0,1,0"
77,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,1,0,0,1,0,0;0,0,1,1,1,0,0,0,0,1;0,1,0,1,1,1,1,0,0,0;0,1,1,0,0,0,1,1,1,0;1,1,1,0,0,0,1,1,0,1;0,0,1,0,0,0,0,0,0,0;0,0,1,1,1,0,0,1,1,0;1,0,0,1,1,0,1,0,0,1;0,0,0,1,0,0,1,0,0,0;0,1,0,0,1,0,0,1,0,0"
78,4,10,4,7,2,5,3,2,0,0,2,2,2,"0,0,0,1,0,0,1,1,0,0;0,0,1,1,0,0,0,0,0,1;0,1,0,0,1,1,1,1,0,0;1,1,0,0,1,0,0,0,1,1;0,0,1,1,0,0,0,0,1,1;0,0,1,0,0,0,1,0,0,0;1,0,1,0,0,1,0,0,0,0;1,0,1,0,0,0,0,0,0,0;0,0,0,1,1,0,0,0,0,0;0,1,0,1,1,0,0,0,0,0"
79,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,1,0,0,1,0,1;0,0,1,0,1,0,0,0,1,0;0,1,0,0,1,0,0,0,0,1;0,0,0,0,0,1,1,0,0,0;1,1,1,0,0,1,0,1,0,1;0,0,0,1,1,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;1,0,0,0,1,0,0,0,1,0;0,1,0,0,0,0,0,1,0,1;1,0,1,0,1,0,0,0,1,0"
80,9,10,4,8,4,4,1,3,0,0,3,3,3,"0,1,1,0,0,1,0,0,0,1;1,0,0,1,1,0,0,1,0,0;1,0,0,1,1,0,1,0,0,0;0,1,1,0,0,1,1,0,0,1;0,1,1,0,0,1,0,1,1,0;1,0,0,1,1,0,0,0,0,1;0,0,1,1,0,0,0,0,1,0;0,1,0,0,1,0,0,0,0,0;0,0,0,0,1,0,1,0,0,1;1,0,0,1,0,1,0,0,1,0"
81,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,1,0,0,1,0,0,0,0,0;1,0,0,0,0,0,0,1,0,0;0,0,0,0,1,0,0,1,0,0;0,0,0,0,1,1,0,0,1,0;1,0,1,1,0,0,1,0,0,0;0,0,0,1,0,0,0,1,0,0;0,0,0,0,1,0,0,0,0,0;0,1,1,0,0,1,0,0,1,0;0,0,0,1,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0"
82,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,0,1,0,1,0,1,0,1,0;0,0,0,1,0,1,1,1,1,0;1,0,0,1,0,0,0,1,0,0;0,1,1,0,0,0,0,0,0,0;1,0,0,0,0,1,0,0,0,0;0,1,0,0,1,0,0,1,0,0;1,1,0,0,0,0,0,0,0,1;0,1,1,0,0,1,0,0,0,1;1,1,0,0,0,0,0,0,0,0;0,0,0,0,0,0,1,1,0,0"
83,1,10,6,4,1,3,2,1,0,0,1,1,1,"0,1,0,1,1,0,1,1,1,0;1,0,0,1,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,1;1,1,0,0,1,1,1,1,1,0;1,0,0,1,0,0,0,0,0,0;0,0,0,1,0,0,0,0,1,0;1,0,0,1,0,0,0,0,0,0;1,0,0,1,0,0,0,0,1,0;1,0,0,1,0,1,0,1,0,0;0,0,1,0,0,0,0,0,0,0"
84,-0.1,10,5,3,1,2,2,0,0,0,0,0,0,"0,0,0,1,0,0,0,0,0,0;0,0,0,0,0,0,0,0,1,0;0,0,0,0,1,1,0,0,1,0;1,0,0,0,0,0,0,1,0,1;0,0,1,0,0,0,0,0,0,0;0,0,1,0,0,0,1,0,0,0;0,0,0,0,0,1,0,1,0,0;0,0,0,1,0,0,1,0,0,1;0,1,1,0,0,0,0,0,0,0;0,0,0,1,0,0,0,1,0,0"
85,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,1,0,0,0,1,0;0,0,1,0,0,0,0,0,1,1;0,1,0,1,0,0,0,0,0,0;0,0,1,0,0,0,1,0,0,0;1,0,0,0,0,0,1,1,1,1;0,0,0,0,0,0,0,0,0,1;0,0,0,1,1,0,0,0,0,0;0,0,0,0,1,0,0,0,1,0;1,1,0,0,1,0,0,1,0,0;0,1,0,0,1,1,0,0,0,0"
86,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,1,1,0,1,0,0,0;0,0,0,0,0,0,1,1,0,0;0,0,0,0,1,0,0,1,1,0;1,0,0,0,1,0,0,0,0,0;1,0,1,1,0,0,1,0,0,0;0,0,0,0,0,0,0,1,0,0;1,1,0,0,1,0,0,0,0,0;0,1,1,0,0,1,0,0,1,0;0,0,1,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0"
87,1,10,4,5,2,3,2,1,0,0,1,1,1,"0,0,0,0,0,1,0,1,1,0;0,0,0,0,0,1,1,0,1,1;0,0,0,0,1,0,1,0,0,0;0,0,0,0,0,0,0,0,1,1;0,0,1,0,0,0,0,0,0,0;1,1,0,0,0,0,0,1,0,0;0,1,1,0,0,0,0,0,0,0;1,0,0,0,0,1,0,0,1,1;1,1,0,1,0,0,0,1,0,0;0,1,0,1,0,0,0,1,0,0"
88,9,10,4,9,4,5,2,3,0,0,3,3,3,"0,0,0,1,1,1,0,0,0,1;0,0,0,0,0,0,1,0,0,0;0,0,0,1,0,0,1,0,1,1;1,0,1,0,0,1,0,0,1,1;1,0,0,0,0,1,1,0,1,0;1,0,0,1,1,0,0,1,1,0;0,1,1,0,1,0,0,0,0,1;0,0,0,0,0,1,0,0,1,1;0,0,1,1,1,1,0,1,0,0;1,0,1,1,0,0,1,1,0,0"
89,1,10,4,6,2,4,3,1,0,0,1,1,1,"0,1,1,0,0,0,0,0,0,0;1,0,0,1,1,0,0,0,1,1;1,0,0,0,1,0,0,0,0,0;0,1,0,0,1,0,1,0,1,0;0,1,1,1,0,0,0,0,1,0;0,0,0,0,0,0,1,1,1,1;0,0,0,1,0,1,0,0,0,0;0,0,0,0,0,1,0,0,1,0;0,1,0,1,1,1,0,1,0,0;0,1,0,0,0,1,0,0,0,0"
90,4,10,4,6,3,3,1,2,0,0,2,2,2,"0,0,0,1,1,0,0,0,1,0;0,0,0,1,0,0,1,0,1,1;0,0,0,0,0,0,0,1,0,0;1,1,0,0,0,0,1,0,1,1;1,0,0,0,0,1,0,0,0,1;0,0,0,0,1,0,1,0,0,1;0,1,0,1,0,1,0,1,0,0;0,0,1,0,0,0,1,0,0,0;1,1,0,1,0,0,0,0,0,1;0,1,0,1,1,1,0,0,1,0"
91,1,10,4,5,1,4,3,1,0,0,1,1,1,"0,0,1,1,1,1,0,1,0,1;0,0,1,0,1,1,0,0,0,0;1,1,0,0,1,0,0,0,0,0;1,0,0,0,1,1,1,0,1,1;1,1,1,1,0,1,1,1,1,1;1,1,0,1,1,0,0,0,0,1;0,0,0,1,1,0,0,0,0,0;1,0,0,0,1,0,0,0,0,1;0,0,0,1,1,0,0,0,0,1;1,0,0,1,1,1,0,1,1,0"
92,1,10,4,4,2,2,1,1,0,0,1,1,1,"0,0,0,0,0,1,0,0,0,1;0,0,0,1,0,0,0,1,0,0;0,0,0,0,0,1,1,0,0,0;0,1,0,0,1,1,0,0,0,1;0,0,0,1,0,0,0,0,1,0;1,0,1,1,0,0,1,0,1,1;0,0,1,0,0,1,0,0,1,0;0,1,0,0,0,0,0,0,0,1;0,0,0,0,1,1,1,0,0,1;1,0,0,1,0,1,0,1,1,0"
93,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,1,0,0,0,1,1,0,0;0,0,0,0,0,0,0,0,1,0;1,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,1;0,0,0,0,0,0,0,1,0,0;1,0,0,0,0,0,0,0,1,1;1,0,1,0,0,1,0,0,0,0;0,1,0,0,0,0,1,0,0,1;0,0,0,0,1,0,1,0,1,0"
94,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,1,0,0,0,0,0;0,0,0,1,1,0,1,0,0,0;0,0,0,1,1,0,0,1,1,0;0,1,1,0,1,0,0,1,1,0;1,1,1,1,0,0,1,0,1,1;0,0,0,0,0,0,0,0,0,1;0,1,0,0,1,0,0,1,1,0;0,0,1,1,0,0,1,0,0,0;0,0,1,1,1,0,1,0,0,1;0,0,0,0,1,1,0,0,1,0"
95,-0.1,10,6,3,1,2,2,0,0,0,0,0,0,"0,1,0,1,0,0,0,0,0,0;1,0,0,0,0,1,1,0,0,0;0,0,0,0,0,1,0,1,0,0;1,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,1,1,0,0;0,1,1,0,0,0,1,0,1,1;0,1,0,0,1,1,0,0,0,0;0,0,1,0,1,0,0,0,0,0;0,0,0,0,0,1,0,0,0,0;0,0,0,0,0,1,0,0,0,0"
96,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,0,0,1,0,0,0,0,0,1;0,0,1,0,0,1,1,0,0,1;0,1,0,1,0,0,1,1,1,1;1,0,1,0,0,0,0,0,0,0;0,0,0,0,0,0,0,1,1,0;0,1,0,0,0,0,0,1,0,0;0,1,1,0,0,0,0,1,0,1;0,0,1,0,1,1,1,0,0,0;0,0,1,0,1,0,0,0,0,0;1,1,1,0,0,0,1,0,0,0"
97,1,10,5,5,2,3,2,1,0,0,1,1,1,"0,0,1,1,0,0,0,0,0,0;0,0,0,1,0,0,1,1,1,1;1,0,0,0,1,1,1,0,0,0;1,1,0,0,0,0,0,0,1,0;0,0,1,0,0,0,0,0,1,0;0,0,1,0,0,0,0,0,0,1;0,1,1,0,0,0,0,0,0,0;0,1,0,0,0,0,0,0,0,1;0,1,0,1,1,0,0,0,0,0;0,1,0,0,0,1,0,1,0,0"
98,4,10,4,6,3,3,1,2,0,0,2,2,2,"0,0,1,1,0,0,0,1,0,0;0,0,0,1,0,1,1,0,1,1;1,0,0,0,0,0,0,0,0,1;1,1,0,0,1,0,0,1,1,1;0,0,0,1,0,1,0,0,0,0;0,1,0,0,1,0,0,0,0,0;0,1,0,0,0,0,0,0,1,0;1,0,0,1,0,0,0,0,1,0;0,1,0,1,0,0,1,1,0,1;0,1,1,1,0,0,0,0,1,0"
99,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,0,1,0,1,1,0;0,0,0,0,0,0,1,0,1,0;0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,1,0,1,0,0;0,0,0,0,0,0,0,0,1,0;1,0,0,1,0,0,1,1,1,0;0,1,0,0,0,1,0,0,0,0;1,0,1,1,0,1,0,0,0,0;1,1,0,0,1,1,0,0,0,1;0,0,0,0,0,0,0,0,1,0"
100,-0.1,10,5,5,1,4,4,0,0,0,0,0,0,"0,0,0,1,0,0,0,0,0,0;0,0,1,1,0,1,0,0,1,0;0,1,0,0,0,0,0,0,0,0;1,1,0,0,1,0,0,0,0,0;0,0,0,1,0,1,1,1,0,0;0,1,0,0,1,0,0,0,0,0;0,0,0,0,1,0,0,1,0,1;0,0,0,0,1,0,1,0,0,1;0,1,0,0,0,0,0,0,0,1;0,0,0,0,0,0,1,1,1,0"
101,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,1,1,1,0,1,1,0,1,0;1,0,0,0,1,0,0,0,0,0;1,0,0,1,0,1,0,0,0,0;1,0,1,0,0,1,0,1,1,0;0,1,0,0,0,1,0,0,0,1;1,0,1,1,1,0,0,0,0,0;1,0,0,0,0,0,0,0,0,1;0,0,0,1,0,0,0,0,0,1;1,0,0,1,0,0,0,0,0,1;0,0,0,0,1,0,1,1,1,0"
102,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,0,1,0,0,0,1;0,0,1,1,1,1,1,1,0,1;0,1,0,0,1,1,0,1,1,0;0,1,0,0,0,0,0,0,1,0;0,1,1,0,0,1,0,0,1,1;1,1,1,0,1,0,0,0,1,0;0,1,0,0,0,0,0,0,0,0;0,1,1,0,0,0,0,0,1,0;0,0,1,1,1,1,0,1,0,0;1,1,0,0,1,0,0,0,0,0"
103,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,1,0,0,0,1,1,0,1;0,0,0,1,0,0,1,1,0,1;1,0,0,0,0,0,0,1,1,1;0,1,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,1;1,1,0,0,0,0,0,1,0,0;1,1,1,0,0,0,1,0,0,0;0,0,1,0,0,0,0,0,0,1;1,1,1,0,0,1,0,0,1,0"
104,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,1,1,0,1,1,0,0;0,0,0,0,0,0,1,0,0,0;0,0,0,0,0,0,0,0,1,0;1,0,0,0,0,1,0,0,1,0;1,0,0,0,0,0,0,1,0,1;0,0,0,1,0,0,0,1,1,0;1,1,0,0,0,0,0,0,1,0;1,0,0,0,1,1,0,0,1,0;0,0,1,1,0,1,1,1,0,1;0,0,0,0,1,0,0,0,1,0"
105,4,10,4,7,3,4,2,2,0,0,2,2,2,"0,1,0,0,1,0,0,0,0,1;1,0,1,1,0,0,0,0,0,0;0,1,0,1,0,0,0,1,0,1;0,1,1,0,1,0,0,0,0,1;1,0,0,1,0,0,0,1,0,1;0,0,0,0,0,0,0,1,0,0;0,0,0,0,0,0,0,0,1,0;0,0,1,0,1,1,0,0,0,0;0,0,0,0,0,0,1,0,0,1;1,0,1,1,1,0,0,0,1,0"
106,-0.1,10,5,4,1,3,3,0,0,0,0,0,0,"0,0,0,0,1,1,0,1,1,0;0,0,1,0,1,0,0,0,0,0;0,1,0,0,1,1,1,1,0,0;0,0,0,0,0,1,0,0,0,0;1,1,1,0,0,0,0,0,0,0;1,0,1,1,0,0,1,1,0,1;0,0,1,0,0,1,0,0,0,0;1,0,1,0,0,1,0,0,0,0;1,0,0,0,0,0,0,0,0,0;0,0,0,0,0,1,0,0,0,0"
107,1,10,2,7,3,4,2,2,1,1,1,1,1,"0,1,1,0,0,0,0,1,0,1;1,0,0,0,1,0,1,0,0,0;1,0,0,1,1,0,1,0,0,1;0,0,1,0,1,0,0,0,0,0;0,1,1,1,0,0,0,1,0,0;0,0,0,0,0,0,0,0,0,1;0,1,1,0,0,0,0,0,0,1;1,0,0,0,1,0,0,0,0,1;0,0,0,0,0,0,0,0,0,0;1,0,1,0,0,1,1,1,0,0"
108,-0.1,10,6,3,1,2,2,0,0,0,0,0,0,"0,0,1,1,0,0,0,1,0,0;0,0,1,1,0,0,1,0,0,1;1,1,0,0,0,0,0,0,0,1;1,1,0,0,1,1,1,0,0,0;0,0,0,1,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0;0,1,0,1,0,0,0,0,0,0;1,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0;0,1,1,0,0,0,0,0,0,0"
109,-0.1,10,6,4,1,3,3,0,0,0,0,0,0,"0,1,1,1,1,0,0,0,1,1;1,0,0,0,1,0,0,0,0,1;1,0,0,0,0,1,0,0,0,0;1,0,0,0,0,1,0,0,0,0;1,1,0,0,0,0,1,0,0,1;0,0,1,1,0,0,0,1,0,0;0,0,0,0,1,0,0,0,0,0;0,0,0,0,0,1,0,0,0,0;1,0,0,0,0,0,0,0,0,0;1,1,0,0,1,0,0,0,0,0"
110,1,10,4,5,2,3,2,1,0,0,1,1,1,"0,1,0,1,1,0,0,0,1,0;1,0,1,1,0,0,1,1,1,1;0,1,0,0,0,0,0,0,1,1;1,1,0,0,1,0,1,0,0,1;1,0,0,1,0,0,0,0,0,1;0,0,0,0,0,0,1,1,0,0;0,1,0,1,0,1,0,0,0,0;0,1,0,0,0,1,0,0,0,0;1,1,1,0,0,0,0,0,0,0;0,1,1,1,1,0,0,0,0,0"
111,1,10,5,6,2,4,3,1,0,0,1,1,1,"0,0,0,0,0,0,1,0,1,0;0,0,0,1,1,1,1,0,0,1;0,0,0,0,1,0,1,0,0,0;0,1,0,0,1,0,0,1,0,0;0,1,1,1,0,1,0,0,0,0;0,1,0,0,1,0,0,0,1,0;1,1,1,0,0,0,0,1,1,1;0,0,0,1,0,0,1,0,0,1;1,0,0,0,0,1,1,0,0,0;0,1,0,0,0,0,1,1,0,0"
112,-0.1,10,4,3,1,2,2,0,0,0,0,0,0,"0,0,0,1,0,0,0,0,0,0;0,0,0,1,1,0,0,0,0,0;0,0,0,1,0,1,0,1,0,0;1,1,1,0,0,1,1,0,1,0;0,1,0,0,0,0,1,0,0,0;0,0,1,1,0,0,0,0,1,0;0,0,0,1,1,0,0,0,1,1;0,0,1,0,0,0,0,0,0,1;0,0,0,1,0,1,1,0,0,0;0,0,0,0,0,0,1,1,0,0"
113,1,10,5,6,2,4,2,2,1,1,1,1,1,"0,0,0,1,0,0,0,0,1,0;0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,1,1,0,0,0;1,0,0,0,0,0,0,1,0,1;0,0,0,0,0,1,1,1,0,0;0,0,1,0,1,0,1,1,0,0;0,0,1,0,1,1,0,0,0,0;0,0,0,1,1,1,0,0,0,0;1,0,0,0,0,0,0,0,0,0;0,0,0,1,0,0,0,0,0,0"
